	glottocode	path	toplevelfamily	name	hid	level	iso639-3	latitude	longitude	macroareas
7100	khas1269	tree/aust1305/khas1273/khas1268/khas1274/khas1275/khas1269	aust1305	Khasi	kha	language	kha	24.977	91.9998	Eurasia
7105	pnar1238	tree/aust1305/khas1273/khas1268/khas1274/khas1275/pnar1238	aust1305	Pnar	pbv	language	pbv	24.8237	92.2628	Eurasia
7121	lyng1241	tree/aust1305/khas1273/khas1268/khas1274/lyng1240/lyng1241	aust1305	India Lyngam	lyg	language	lyg	25.35	91.05	Eurasia
7122	mega1243	tree/aust1305/khas1273/khas1268/khas1274/lyng1240/mega1243	aust1305	Bangladesh Lyngam	mef	language	mef	25.1292	91.6132	Eurasia
7123	warj1242	tree/aust1305/khas1273/khas1268/warj1242	aust1305	War-Jaintia	aml	language	aml	25.1154	91.6266	Eurasia
7127	dana1252	tree/aust1305/khas1273/pala1352/dana1252	aust1305	Danau	dnu	language	dnu	20.4957	96.998	Eurasia
7130	east2776	tree/aust1305/khas1273/pala1352/east2331/angk1246/east2776	aust1305	Eastern Angkuic	NOCODE_Eastern-Angkuic	language		23.480856	101.357664	Eurasia
7132	huuu1240	tree/aust1305/khas1273/pala1352/east2331/angk1246/sout3232/huuu1240	aust1305	Hu	huo	language	huo	22.0163	100.881	Eurasia
7133	manm1238	tree/aust1305/khas1273/pala1352/east2331/angk1246/sout3232/manm1238	aust1305	Man Met	mml	language	mml	22.0743	100.842	Eurasia
7134	mokk1243	tree/aust1305/khas1273/pala1352/east2331/angk1246/sout3232/mokk1243	aust1305	Mok	mqt	language	mqt	18.9117	99.5821	Eurasia
7135	tail1246	tree/aust1305/khas1273/pala1352/east2331/angk1246/sout3232/tail1246	aust1305	Muak	tlq	language	tlq	21.4293	100.985	Eurasia
7138	uuuu1243	tree/aust1305/khas1273/pala1352/east2331/angk1246/uuuu1243	aust1305	U	uuu	language	uuu	22.6767	101.772	Eurasia
7140	bitt1240	tree/aust1305/khas1273/pala1352/east2331/khao1243/bitt1240	aust1305	Bit	bgk	language	bgk	21.3474	101.916	Eurasia
7141	khan1274	tree/aust1305/khas1273/pala1352/east2331/khao1243/khan1274	aust1305	Kháng	kjm	language	kjm	21.6624	103.736	Eurasia
7144	lame1256	tree/aust1305/khas1273/pala1352/east2331/lame1256	aust1305	Lamet	lbn	language	lbn	19.8829	100.268	Eurasia
7149	blan1242	tree/aust1305/khas1273/pala1352/east2331/waic1245/bula1260/blan1242	aust1305	Blang	blr	language	blr	22.0092	99.7405	Eurasia
7152	samt1238	tree/aust1305/khas1273/pala1352/east2331/waic1245/bula1260/samt1238	aust1305	Samtao	stu	language	stu	22.0185	99.2576	Eurasia
7155	east2330	tree/aust1305/khas1273/pala1352/east2331/waic1245/wala1271/lawa1256/east2330	aust1305	Eastern Lawa	lwl	language	lwl	19.0136	98.7613	Eurasia
7157	west2396	tree/aust1305/khas1273/pala1352/east2331/waic1245/wala1271/lawa1256/west2396	aust1305	Western Lawa	lcp	language	lcp	19.8678	99.2057	Eurasia
7160	awac1238	tree/aust1305/khas1273/pala1352/east2331/waic1245/wala1271/waaa1245/awac1238	aust1305	Lavia-Awalai-Damangnuo Awa	vwa	language	vwa	22.75	99.4833	Eurasia
7164	nucl1290	tree/aust1305/khas1273/pala1352/east2331/waic1245/wala1271/waaa1245/nucl1290	aust1305	Zhenkang Wa	wbm	language	wbm	23.1024	99.108	Eurasia
7171	para1301	tree/aust1305/khas1273/pala1352/east2331/waic1245/wala1271/waaa1245/para1301	aust1305	South Wa	prk	language	prk	22.8658	99.375	Eurasia
7172	xiyu1235	tree/aust1305/khas1273/pala1352/east2331/waic1245/wala1271/waaa1245/xiyu1235	aust1305	Xiyun Va	NOCODE_Xiyun-Va	language		22.499	99.584	Eurasia
7175	ruch1235	tree/aust1305/khas1273/pala1352/west2791/pala1336/ruch1235	aust1305	Ruching Palaung	pce	language	pce	21.6176	98.0915	Eurasia
7178	shwe1236	tree/aust1305/khas1273/pala1352/west2791/pala1336/shwe1236	aust1305	Shwe Palaung	pll	language	pll	23.6729	97.7972	Eurasia
7180	rian1261	tree/aust1305/khas1273/pala1352/west2791/rian1260/rian1261	aust1305	Riang (Myanmar)	ril	language	ril	24.0521	98.8333	Eurasia
7181	yinc1238	tree/aust1305/khas1273/pala1352/west2791/rian1260/yinc1238	aust1305	Yinchia	yin	language	yin	20.0833	97.9166	Eurasia
7182	ruma1248	tree/aust1305/khas1273/pala1352/west2791/ruma1248	aust1305	Rumai Palaung	rbb	language	rbb	23.6404	97.3172	Eurasia
7184	cent1989	tree/aust1305/khme1253/cent1989	aust1305	Central Khmer	khm	language	khm	12.0515	105.015	Eurasia
7188	nort2684	tree/aust1305/khme1253/nort2684	aust1305	Northern Khmer	kxm	language	kxm	14.4674	103.863	Eurasia
7192	oldk1249	tree/aust1305/khme1253/oldk1249	aust1305	Old Khmer	qok	language	qok	13.4125	103.866667	Eurasia
7195	khmu1256	tree/aust1305/khmu1236/khmu1255/khmu1256	aust1305	Khmu	kjg	language	kjg	20.2463	101.671	Eurasia
7204	khue1238	tree/aust1305/khmu1236/khmu1255/khue1238	aust1305	Khuen	khf	language	khf	21.0793	101.327	Eurasia
7207	oduu1239	tree/aust1305/khmu1236/phay1242/pram1235/oduu1239	aust1305	O'du	tyh	language	tyh	19.3497	104.106	Eurasia
7208	phon1246	tree/aust1305/khmu1236/phay1242/pram1235/phon1246	aust1305	Phong-Kniang	pnx	language	pnx	19.9622	104.088	Eurasia
7209	thee1239	tree/aust1305/khmu1236/phay1242/pram1235/thee1239	aust1305	Theen	NOCODE_Theen	language		19.379873	102.414123	Eurasia
7210	puoc1238	tree/aust1305/khmu1236/phay1242/puoc1238	aust1305	Ksingmul	puo	language	puo	20.8862	103.931	Eurasia
7212	mlab1235	tree/aust1305/khmu1236/phay1242/tini1248/mlab1235	aust1305	Mlabri	mra	language	mra	18.5533	101.163	Eurasia
7214	mall1246	tree/aust1305/khmu1236/phay1242/tini1248/tinn1239/mall1246	aust1305	Mal	mlf	language	mlf	19.273	101.204	Eurasia
7215	phai1238	tree/aust1305/khmu1236/phay1242/tini1248/tinn1239/phai1238	aust1305	Prai	prt	language	prt	19.0383	101.218	Eurasia
7218	boly1239	tree/aust1305/mang1377/boly1240/boly1239	aust1305	Bolyu	ply	language	ply	24.7013	104.955	Eurasia
7219	buga1247	tree/aust1305/mang1377/boly1240/buga1247	aust1305	Bugan	bbh	language	bbh	23.6124	104.963	Eurasia
7220	mang1378	tree/aust1305/mang1377/mang1378	aust1305	Mang	zng	language	zng	21.4305	102.133	Eurasia
7222	monn1252	tree/aust1305/moni1258/monn1252	aust1305	Mon	mnw	language	mnw	15.49394	98.122465	Eurasia
7226	nyah1250	tree/aust1305/moni1258/nyah1250	aust1305	Nyahkur	cbn	language	cbn	15.8909	101.515	Eurasia
7227	oldm1242	tree/aust1305/moni1258/oldm1242	aust1305	Old Mon	omx	language	omx	14.83	100.5	Eurasia
7229	gata1239	tree/aust1305/mund1335/gata1239	aust1305	Gata'	gaq	language	gaq	18.6076	82.984	Eurasia
7233	bodo1267	tree/aust1305/mund1335/guto1244/bodo1267	aust1305	Bodo Gadaba	gbj	language	gbj	18.3857	82.771	Eurasia
7236	bond1245	tree/aust1305/mund1335/guto1244/bond1245	aust1305	Bondo	bfw	language	bfw	19.1512	83.8141	Eurasia
7239	juan1238	tree/aust1305/mund1335/juan1238	aust1305	Juang	jun	language	jun	21.2606	85.5845	Eurasia
7240	khar1287	tree/aust1305/mund1335/khar1287	aust1305	Kharia	khr	language	khr	22.3571	84.3922	Eurasia
7248	asur1254	tree/aust1305/mund1335/nort3151/kher1245/mund1336/asur1255/asur1254	aust1305	Asuri	asr	language	asr	21.5721	83.4562	Eurasia
7251	bijo1238	tree/aust1305/mund1335/nort3151/kher1245/mund1336/asur1255/bijo1238	aust1305	Bijori	bix	language	bix	22.5904	84.1907	Eurasia
7252	birh1242	tree/aust1305/mund1335/nort3151/kher1245/mund1336/birh1242	aust1305	Birhor	biy	language	biy	23.585	85.5611	Eurasia
7254	hooo1248	tree/aust1305/mund1335/nort3151/kher1245/mund1336/homu1234/hooo1248	aust1305	Ho	hoc	language	hoc	23.9596	87.1188	Eurasia
7257	mund1320	tree/aust1305/mund1335/nort3151/kher1245/mund1336/homu1234/mund1320	aust1305	Mundari	unr	language	unr	23.03	85.85	Eurasia
7263	koda1236	tree/aust1305/mund1335/nort3151/kher1245/mund1336/koda1236	aust1305	Koda	cdz	language	cdz	23.234	87.479	Eurasia
7265	koda1254	tree/aust1305/mund1335/nort3151/kher1245/mund1336/koda1256/koda1254	aust1305	Kodaku	ksz	language	ksz	23.5757	83.8454	Eurasia
7266	korw1242	tree/aust1305/mund1335/nort3151/kher1245/mund1336/koda1256/korw1242	aust1305	Korwa	kfp	language	kfp	23.4102	83.8142	Eurasia
7268	majh1236	tree/aust1305/mund1335/nort3151/kher1245/mund1336/majh1236	aust1305	Majhwar	mmj	language	mmj	22.8792	83.6138	Eurasia
7269	turi1246	tree/aust1305/mund1335/nort3151/kher1245/mund1336/turi1246	aust1305	Turi	trd	language	trd	22.0122	84.4712	Eurasia
7271	kolb1241	tree/aust1305/mund1335/nort3151/kher1245/sant1457/kolb1241	aust1305	Kol (Bangladesh)	ekl	language	ekl	24.5318	88.337	Eurasia
7272	maha1291	tree/aust1305/mund1335/nort3151/kher1245/sant1457/maha1291	aust1305	Mahali	mjx	language	mjx	22.1698	86.7445	Eurasia
7273	sant1410	tree/aust1305/mund1335/nort3151/kher1245/sant1457/sant1410	aust1305	Santali	sat	language	sat	25.0317	87.8185	Eurasia
7280	kork1243	tree/aust1305/mund1335/nort3151/kork1243	aust1305	Korku	kfq	language	kfq	21.8358	77.5541	Eurasia
7286	pare1266	tree/aust1305/mund1335/sora1255/pare1266	aust1305	Gorum-Parenga	pcj	language	pcj	19.075	83.9723	Eurasia
7288	jura1242	tree/aust1305/mund1335/sora1255/sora1256/jura1242	aust1305	Juray	juy	language	juy	19.091	84.1204	Eurasia
7289	sora1254	tree/aust1305/mund1335/sora1255/sora1256/sora1254	aust1305	Sora	srb	language	srb	19.1213	84.19	Eurasia
7291	carn1240	tree/aust1305/nico1262/carn1240	aust1305	Car Nicobarese	caq	language	caq	9.18853	92.7671	Eurasia
7294	cent1990	tree/aust1305/nico1262/nucl1758/cent2305/cent1990	aust1305	Central Nicobarese	ncb	language	ncb	7.94812	93.3921	Eurasia
7299	sout2689	tree/aust1305/nico1262/nucl1758/cent2305/sout2689	aust1305	Southern Nicobarese	nik	language	nik	6.82744	93.8042	Eurasia
7307	chau1258	tree/aust1305/nico1262/nucl1758/chow1240/chau1258	aust1305	Chaura	crv	language	crv	8.45745	93.0331	Eurasia
7308	tere1272	tree/aust1305/nico1262/nucl1758/chow1240/tere1272	aust1305	Teressa	tef	language	tef	8.23716	93.1297	Eurasia
7311	pear1247	tree/aust1305/pear1246/pear1247	aust1305	Pear	pcb	language	pcb	13.593	105.028	Eurasia
7313	cent2314	tree/aust1305/pear1246/west2394/cent2314	aust1305	Central Chong	NOCODE_Central-Chong	language		12.608611	102.270556	Eurasia
7314	chon1284	tree/aust1305/pear1246/west2394/chon1284	aust1305	Chong of Chanthaburi	cog	language	cog	12.5218	102.514	Eurasia
7315	somr1240	tree/aust1305/pear1246/west2394/somr1240	aust1305	Somray of Battambang-Somre of Siem Reap	smu	language	smu	12.243	103.139	Eurasia
7317	saoc1239	tree/aust1305/pear1246/west2394/sout2684/saoc1239	aust1305	Sa'och	scq	language	scq	10.8739	103.835	Eurasia
7318	suoy1242	tree/aust1305/pear1246/west2394/sout2684/suoy1242	aust1305	Suoy	syo	language	syo	11.936	104.136	Eurasia
7321	aheu1239	tree/aust1305/viet1250/chut1252/aheu1239	aust1305	Thavung	thm	language	thm	17.7655	104.229	Eurasia
7323	arem1240	tree/aust1305/viet1250/chut1252/chut1246/arem1240	aust1305	Arem	aem	language	aem	17.7672	105.928	Eurasia
7324	chut1247	tree/aust1305/viet1250/chut1252/chut1246/chut1247	aust1305	Chut	scb	language	scb	17.6819	105.773	Eurasia
7329	male1282	tree/aust1305/viet1250/chut1252/chut1246/male1282	aust1305	Maleng	pkt	language	pkt	17.913525	105.52746	Eurasia
7334	hung1275	tree/aust1305/viet1250/cuoi1242/hung1275	aust1305	Hung	hnu	language	hnu	18.7849	104.772	Eurasia
7339	thoo1240	tree/aust1305/viet1250/cuoi1242/thoo1240	aust1305	Tho	tou	language	tou	19.3563	105.363	Eurasia
7344	muon1246	tree/aust1305/viet1250/viet1251/muon1245/muon1246	aust1305	Muong	mtq	language	mtq	20.7374	105.186	Eurasia
7352	nguo1239	tree/aust1305/viet1250/viet1251/muon1245/nguo1239	aust1305	Nguôn	nuo	language	nuo	17.7243	105.932	Eurasia
7353	viet1252	tree/aust1305/viet1250/viet1251/viet1252	aust1305	Vietnamese	vie	language	vie	20.681188	105.774071	Eurasia
7359	atay1247	tree/aust1307/atay1246/atay1247	aust1307	Atayal	tay	language	tay	24.5209	121.388	Papunesia
7371	taro1264	tree/aust1307/atay1246/taro1264	aust1307	Seediq	trv	language	trv	23.9032	121.358	Papunesia
7375	bunu1267	tree/aust1307/bunu1267	aust1307	Bunun	bnn	language	bnn	23.4116	121.025	Papunesia
7385	amis1246	tree/aust1307/east2493/cent2103/amis1246	aust1307	Amis	ami	language	ami	23.0917	121.348	Papunesia
7390	saki1247	tree/aust1307/east2493/cent2103/saki1247	aust1307	Sakizaya	szy	language	szy	24.026316	121.531394	Papunesia
7392	basa1287	tree/aust1307/east2493/nort2900/basa1287	aust1307	Basay	byq	language	byq	25.0046	121.857	Papunesia
7395	kava1241	tree/aust1307/east2493/nort2900/kava1241	aust1307	Kavalan	ckv	language	ckv	24.6947	121.645	Papunesia
7397	keta1243	tree/aust1307/east2493/nort2900/keta1243	aust1307	Ketangalan	kae	language	kae	25.0257	121.425	Papunesia
7398	sira1267	tree/aust1307/east2493/sira1267	aust1307	Sirayaic	fos	language	fos	22.9777	120.315	Papunesia
7407	batu1258	tree/aust1307/mala1545/aruu1241/batu1262/batu1258	aust1307	Batuley	bay	language	bay	-5.814412	134.784314	Papunesia
7408	mari1430	tree/aust1307/mala1545/aruu1241/batu1262/mari1430	aust1307	Mariri	mqi	language	mqi	-6.15097	134.88107	Papunesia
7411	dobe1238	tree/aust1307/mala1545/aruu1241/cent2309/dobe1243/dobe1238	aust1307	Dobel	kvo	language	kvo	-6.32531	134.638	Papunesia
7415	koba1240	tree/aust1307/mala1545/aruu1241/cent2309/dobe1243/koba1240	aust1307	Koba	kpd	language	kpd	-6.47901	134.61	Papunesia
7417	lola1248	tree/aust1307/mala1545/aruu1241/cent2309/lola1248	aust1307	Lola	lcd	language	lcd	-6.34188	134.879	Papunesia
7420	lora1237	tree/aust1307/mala1545/aruu1241/cent2309/lora1237	aust1307	Lorang	lrn	language	lrn	-6.30338	134.41	Papunesia
7421	mano1275	tree/aust1307/mala1545/aruu1241/cent2309/mano1275	aust1307	Manombai	woo	language	woo	-5.94468	134.329	Papunesia
7422	east2465	tree/aust1307/mala1545/aruu1241/east2465	aust1307	East Tarangan	tre	language	tre	-6.76213	134.288	Papunesia
7424	bara1367	tree/aust1307/mala1545/aruu1241/kare1350/bara1367	aust1307	Barakai	baj	language	baj	-6.7394	134.671	Papunesia
7427	kare1339	tree/aust1307/mala1545/aruu1241/kare1350/kare1339	aust1307	Karey	kyd	language	kyd	-6.74181	134.375	Papunesia
7430	kola1285	tree/aust1307/mala1545/aruu1241/ujir1238/kola1292/kola1285	aust1307	Kola	kvv	language	kvv	-5.48833	134.592	Papunesia
7431	komp1237	tree/aust1307/mala1545/aruu1241/ujir1238/kola1292/komp1237	aust1307	Kompane	kvp	language	kvp	-5.64348	134.742	Papunesia
7432	ujir1237	tree/aust1307/mala1545/aruu1241/ujir1238/ujir1237	aust1307	Ujir	udj	language	udj	-5.69329	134.257	Papunesia
7433	west2538	tree/aust1307/mala1545/aruu1241/west2538	aust1307	West Tarangan	txn	language	txn	-6.62046	134.168	Papunesia
7436	atii1237	tree/aust1307/mala1545/atii1237	aust1307	Ati	atk	language	atk	11.1539	122.512	Papunesia
7440	basa1286	tree/aust1307/mala1545/basa1291/basa1286	aust1307	Basap	bdb	language	bdb	1.41405	117.942	Papunesia
7447	ampa1239	tree/aust1307/mala1545/basa1291/grea1283/bari1287/ampa1239	aust1307	Ampanang	apg	language	apg	-0.79259	116.349	Papunesia
7448	tunj1244	tree/aust1307/mala1545/basa1291/grea1283/bari1287/tunj1244	aust1307	Tunjung	tjg	language	tjg	-0.29048	115.883	Papunesia
7453	dusu1269	tree/aust1307/mala1545/basa1291/grea1283/dusu1269	aust1307	Dusun Malang	duq	language	duq	-0.85277	115.392	Papunesia
7456	dusu1271	tree/aust1307/mala1545/basa1291/grea1283/dusu1271	aust1307	Dusun Deyah	dun	language	dun	-1.95514	115.578	Papunesia
7458	lawa1257	tree/aust1307/mala1545/basa1291/grea1283/nort2888/lawa1257	aust1307	Lawangan	lbx	language	lbx	-1.80261	115.876	Papunesia
7475	tawo1243	tree/aust1307/mala1545/basa1291/grea1283/nort2888/tawo1243	aust1307	Tawoyan	twy	language	twy	-1.30017	115.204	Papunesia
7477	kohi1250	tree/aust1307/mala1545/basa1291/grea1283/nort2891/kohi1250	aust1307	Kohin	kkx	language	kkx	-1.43973	111.905	Papunesia
7478	otda1235	tree/aust1307/mala1545/basa1291/grea1283/nort2891/otda1235	aust1307	Ot Danum	otd	language	otd	-0.3955	113.469	Papunesia
7489	sian1254	tree/aust1307/mala1545/basa1291/grea1283/nort2891/sian1254	aust1307	Siang	sya	language	sya	-0.38398	114.693	Papunesia
7493	inab1237	tree/aust1307/mala1545/basa1291/grea1283/sama1302/inab1237	aust1307	Inabaknon	abx	language	abx	12.4264	124.166	Papunesia
7496	indo1317	tree/aust1307/mala1545/basa1291/grea1283/sama1302/sulu1242/born1254/indo1317	aust1307	Indonesian Bajau	bdl	language	bdl	-3.68664	122.253	Papunesia
7508	mapu1244	tree/aust1307/mala1545/basa1291/grea1283/sama1302/sulu1242/born1254/mapu1244	aust1307	Mapun	sjm	language	sjm	6.09061	118.75	Papunesia
7509	west2560	tree/aust1307/mala1545/basa1291/grea1283/sama1302/sulu1242/born1254/west2560	aust1307	West Coast Bajau	bdr	language	bdr	6.00631	116.124	Papunesia
7518	bala1311	tree/aust1307/mala1545/basa1291/grea1283/sama1302/sulu1242/inne1244/bala1311	aust1307	Balangingi	sse	language	sse	6.011614	121.686646	Papunesia
7525	cent2092	tree/aust1307/mala1545/basa1291/grea1283/sama1302/sulu1242/inne1244/cent2092	aust1307	Central Sama	sml	language	sml	7.004574	118.455978	Papunesia
7527	sout2918	tree/aust1307/mala1545/basa1291/grea1283/sama1302/sulu1242/inne1244/sout2918	aust1307	Southern Sama	ssb	language	ssb	4.755836	119.483887	Papunesia
7545	pang1291	tree/aust1307/mala1545/basa1291/grea1283/sama1302/sulu1242/pang1291	aust1307	Pangutaran Sama	slm	language	slm	6.27167	120.536	Papunesia
7546	yaka1277	tree/aust1307/mala1545/basa1291/grea1283/sama1302/yaka1277	aust1307	Yakan	yka	language	yka	6.531023	122.021729	Papunesia
7548	dusu1267	tree/aust1307/mala1545/basa1291/grea1283/sout2919/dusu1267	aust1307	Dusun Witu	duw	language	duw	-1.57408	114.979	Papunesia
7552	maan1238	tree/aust1307/mala1545/basa1291/grea1283/sout2919/maan1240/maan1238	aust1307	Ma'anyan	mhy	language	mhy	-2.1239	115.092	Papunesia
7556	paku1239	tree/aust1307/mala1545/basa1291/grea1283/sout2919/maan1240/paku1239	aust1307	Paku	pku	language	pku	-1.9063	115.087	Papunesia
7559	bush1250	tree/aust1307/mala1545/basa1291/grea1283/sout2919/mala1537/nort3196/bush1250	aust1307	Kibosy Kiantalaotsy-Majunga	buc	language	buc	-12.9652	45.1368	Africa
7563	plat1254	tree/aust1307/mala1545/basa1291/grea1283/sout2919/mala1537/nort3196/cent2382/plat1254	aust1307	Plateau Malagasy	plt	language	plt	-19.5907	47.1211	Africa
7571	sout2920	tree/aust1307/mala1545/basa1291/grea1283/sout2919/mala1537/nort3196/cent2382/sout2920	aust1307	Southern Betsimisaraka Malagasy	bzc	language	bzc	-22.8	47.82	Africa
7573	anta1255	tree/aust1307/mala1545/basa1291/grea1283/sout2919/mala1537/nort3196/nort3207/anta1255	aust1307	Antankarana Malagasy	xmv	language	xmv	-13.2164	49.2402	Africa
7577	nort2890	tree/aust1307/mala1545/basa1291/grea1283/sout2919/mala1537/nort3196/nort3207/tsim1259/nort2890	aust1307	Northern Betsimisaraka Malagasy	bmm	language	bmm	-19.9184	48.812	Africa
7578	tsim1257	tree/aust1307/mala1545/basa1291/grea1283/sout2919/mala1537/nort3196/nort3207/tsim1259/tsim1257	aust1307	Tsimihety Malagasy	xmw	language	xmw	-15.4294	48.8102	Africa
7584	bara1369	tree/aust1307/mala1545/basa1291/grea1283/sout2919/mala1537/sout3174/sout3346/nucl1799/inla1273/bara1407/bara1369	aust1307	Bara Malagasy	bhr	language	bhr	-23.9716	45.5937	Africa
7585	tano1246	tree/aust1307/mala1545/basa1291/grea1283/sout2919/mala1537/sout3174/sout3346/nucl1799/inla1273/bara1407/tano1246	aust1307	Tanosy Malagasy	txy	language	txy	-24.9186	47.1357	Africa
7587	masi1268	tree/aust1307/mala1545/basa1291/grea1283/sout2919/mala1537/sout3174/sout3346/nucl1799/inla1273/saka1299/masi1268	aust1307	Masikoro Malagasy	msh	language	msh	-22.5582	43.8156	Africa
7591	saka1291	tree/aust1307/mala1545/basa1291/grea1283/sout2919/mala1537/sout3174/sout3346/nucl1799/inla1273/saka1299/saka1291	aust1307	West Malagasy Sakalava	skg	language	skg	-20.28	44.32	Africa
7592	maha1309	tree/aust1307/mala1545/basa1291/grea1283/sout2919/mala1537/sout3174/sout3346/nucl1799/maha1309	aust1307	Mahafaly-Antanalana Malagasy	NOCODE_Mahafaly	language		-24.2	44.5	Africa
7595	tesa1236	tree/aust1307/mala1545/basa1291/grea1283/sout2919/mala1537/sout3174/sout3346/tesa1236	aust1307	Tesaka Malagasy	tkg	language	tkg	-23.3	47.33	Africa
7598	tand1256	tree/aust1307/mala1545/basa1291/grea1283/sout2919/mala1537/sout3174/tand1256	aust1307	Tandroy Malagasy	tdx	language	tdx	-24.80155	45.9	Africa
7600	baku1263	tree/aust1307/mala1545/basa1291/grea1283/sout2921/baku1263	aust1307	Bakumpai	bkr	language	bkr	-1.98842	114.77	Papunesia
7603	ngaj1237	tree/aust1307/mala1545/basa1291/grea1283/sout2921/ngaj1237	aust1307	Ngaju	nij	language	nij	-1.58463	112.794	Papunesia
7608	ibat1238	tree/aust1307/mala1545/bata1315/ibat1238	aust1307	Ibatan	ivb	language	ivb	18.9398	121.909	Papunesia
7613	ivat1242	tree/aust1307/mala1545/bata1315/yami1257/ivat1242	aust1307	Itbayat	ivv	language	ivv	20.77	121.85	Papunesia
7614	yami1254	tree/aust1307/mala1545/bata1315/yami1257/yami1254	aust1307	Yami	tao	language	tao	22.055	121.544	Papunesia
7616	gian1241	tree/aust1307/mala1545/bili1253/gian1241	aust1307	Giangan	bgi	language	bgi	6.99967	125.359	Papunesia
